gene1,gene2
MGLL,MOGAT3
PLPP4,MOGAT3
AGK,MOGAT3
DGAT2,MOGAT3
PLPP5,MOGAT3
EHMT2,PLOD3
PLOD2,PLOD3
COLGALT1,PLOD3
CAMKMT,PLOD3
COL4A1,PLOD3
COLGALT2,PLOD3
DONSON,RPA3
PRIM2,RPA3
SMARCAL1,RPA3
RAD52,RPA3
ATRIP,RPA3
STN1,RPA3
RPA1,RPA3
RFC5,RPA3
WRN,RPA3
TIMELESS,RPA3
POLA2,RPA3
RFC4,RPA3
POLD3,RPA3
RAD51,RPA3
GINS4,RPA3
RPA4,RPA3
HELB,RPA3
TIPIN,RPA3
RFWD3,RPA3
POLA1,RPA3
RPA2,RPA3
XPA,RPA3
CLSPN,RPA3
POLD1,RPA3
PRIM1,RPA3
TOP3A,RPA3
PCNA,RPA3
POLD2,RPA3
PRIMPOL,RPA3
RMI1,RPA3
BLM,RPA3
DNM1L,FIS1
OPA1,FIS1
USP30,FIS1
MFF,FIS1
PEX11A,FIS1
TBC1D15,FIS1
BCAP31,FIS1
MIEF1,FIS1
CYCS,FIS1
DNM1,FIS1
DNM2,FIS1
PEX11B,FIS1
VDAC1,FIS1
MIEF2,FIS1
MFN1,FIS1
MARCHF5,FIS1
PINK1,FIS1
DENR,FIS1
MFN2,FIS1
ROCK1,MYL10
ACTB,MYL10
ACTG1,MYL10
ROCK2,MYL10
MEST,CEP41
TTLL6,CEP41
GRB10,MEST
PEG3,MEST
PEG10,MEST
PLAGL1,MEST
COPG2,MEST
ABCE1,YAE1
LTO1,YAE1
PSMB1,PSMA2
PSMA8,PSMA2
PSMD12,PSMA2
RPS27A,PSMA2
PSMA6,PSMA2
PSMD13,PSMA2
PSMA5,PSMA2
AKIRIN2,PSMA2
PSMD2,PSMA2
PSMD1,PSMA2
PSMB8,PSMA2
PSMC1,PSMA2
PSMD14,PSMA2
PSMB9,PSMA2
PSMB2,PSMA2
PSMB3,PSMA2
PSMC6,PSMA2
UBC,PSMA2
POMP,PSMA2
DESI1,PSMA2
PSME4,PSMA2
PSMC3,PSMA2
PSMC5,PSMA2
UBA52,PSMA2
PSMD11,PSMA2
PSMG2,PSMA2
UBB,PSMA2
PSMB10,PSMA2
PSMD4,PSMA2
PSMC2,PSMA2
PSMA7,PSMA2
PSMD3,PSMA2
USP14,PSMA2
PSMD6,PSMA2
PSMB4,PSMA2
PSMB5,PSMA2
PSMF1,PSMA2
UCHL5,PSMA2
PSMB11,PSMA2
PSMB7,PSMA2
PSMA1,PSMA2
ADRM1,PSMA2
PSMB6,PSMA2
PSME3,PSMA2
VCP,PSMA2
PSME1,PSMA2
GFM1,MRPL32
MRPL43,MRPL32
MTERF4,MRPL32
MRPS18B,MRPL32
HMGN2,MRPL32
EEF2,MRPL32
EIF5AL1,MRPL32
TSFM,MRPL32
MRPL46,MRPL32
MRPL42,MRPL32
MRPS15,MRPL32
RPS29,MRPL32
HMGN1,MRPL32
MRPS14,MRPL32
MRPL47,MRPL32
MRPS7,MRPL32
FANCE,MRPL32
RPS11,MRPL32
MRNIP,MRPL32
CHCHD1,MRPL32
SRP54,MRPL32
MRPL34,MRPL32
HSPBP1,MRPL32
MRPS18C,MRPL32
MRPL23,MRPL32
PSMG1,MRPL32
MRPL9,MRPL32
MRPL52,MRPL32
RPL3,MRPL32
FLT3LG,MRPL32
MRPL58,MRPL32
MRPL19,MRPL32
GUF1,MRPL32
MRPL27,MRPL32
MRPL40,MRPL32
MRPL15,MRPL32
NPSR1,MRPL32
MRPL41,MRPL32
PDCD11,MRPL32
EFL1,MRPL32
MRPS17,MRPL32
MTIF2,MRPL32
OXA1L,MRPL32
RPLP0,MRPL32
MRPL22,MRPL32
MTRFR,MRPL32
HDDC3,MRPL32
EIF5A,MRPL32
MRPL16,MRPL32
OTUD3,MRPL32
SMKR1,MRPL32
RPS13,MRPL32
RPS3,MRPL32
MRPS2,MRPL32
MRPL28,MRPL32
RPL3L,MRPL32
MRPL24,MRPL32
MRPL30,MRPL32
EFTUD2,MRPL32
RPS14,MRPL32
MRPL38,MRPL32
MRRF,MRPL32
RPL12,MRPL32
MRPL10,MRPL32
PPP1R26,MRPL32
MRPS21,MRPL32
MRPS5,MRPL32
RPS9,MRPL32
MALSU1,MRPL32
HMGN4,MRPL32
MRPL1,MRPL32
RPS23,MRPL32
DAP3,MRPL32
MRPL20,MRPL32
MTG1,MRPL32
RPL17-C18orf32,MRPL32
RPL13A,MRPL32
RPL10L,MRPL32
CXorf66,MRPL32
MRPS16,MRPL32
MRPL45,MRPL32
RPL23,MRPL32
RPL7L1,MRPL32
MRPL49,MRPL32
RPL35,MRPL32
RPSA,MRPL32
MRPL37,MRPL32
MRPL54,MRPL32
RPS18,MRPL32
SIL1,MRPL32
RPS16,MRPL32
MRPS26,MRPL32
RPL5,MRPL32
MRPL3,MRPL32
MRPL11,MRPL32
DDX28,MRPL32
MRPL44,MRPL32
GADD45GIP1,MRPL32
MRPS12,MRPL32
TUFM,MRPL32
RPL11,MRPL32
RPL7,MRPL32
MRPL35,MRPL32
IMP3,MRPL32
MRPS30,MRPL32
RPL9,MRPL32
MRPL55,MRPL32
MRPL57,MRPL32
MRPL53,MRPL32
MRTO4,MRPL32
MRPL14,MRPL32
MRPS11,MRPL32
MRPL2,MRPL32
MRPL13,MRPL32
MRPL4,MRPL32
GTPBP6,MRPL32
RPL10A,MRPL32
MRPL12,MRPL32
NDUFAB1,MRPL32
MRPS31,MRPL32
MED1,MRPL32
RPL23A,MRPL32
RPL17,MRPL32
RPL8,MRPL32
TEX48,MRPL32
MRPL21,MRPL32
RPS20,MRPL32
MRPL39,MRPL32
MRPS9,MRPL32
MRPS25,MRPL32
MRPS33,MRPL32
TEKTL1,MRPL32
MRPL51,MRPL32
MRPS6,MRPL32
PDF,MRPL32
MRPL17,MRPL32
MTG2,MRPL32
MRPS24,MRPL32
MRPL50,MRPL32
RPS2,MRPL32
RPS15,MRPL32
HIBCH,MRPL32
MRPS28,MRPL32
RPL26,MRPL32
MRPS23,MRPL32
EIF5A2,MRPL32
GFM2,MRPL32
MRPL18,MRPL32
RSAD1,MRPL32
MRPL36,MRPL32
RPL4,MRPL32
POLR1C,MRPL32
MRPS18A,MRPL32
MRPL33,MRPL32
RPL26L1,MRPL32
RPS5,MRPL32
MRPS22,MRPL32
MYLK3,MYL7
NPPA,MYL7
ROCK2,MYL7
ACTG1,MYL7
ACTB,MYL7
ROCK1,MYL7
G6PD,GCK
NEUROD1,GCK
TKTL1,GCK
HK2,GCK
GLB1,GCK
PFKFB3,GCK
MTNR1B,GCK
HNF1A,GCK
TKTL2,GCK
LCT,GCK
INS,GCK
HK3,GCK
ALDOB,GCK
HKDC1,GCK
AKR1B1,GCK
G6PC2,GCK
PDX1,GCK
PGM2,GCK
GALM,GCK
ALDOC,GCK
ALDOA,GCK
ADPGK,GCK
G6PC1,GCK
H6PD,GCK
TKT,GCK
HK1,GCK
TALDO1,GCK
KCNJ11,GCK
GPI,GCK
ABCC8,GCK
SLC2A2,GCK
GCKR,GCK
G6PC3,GCK
PFKFB2,GCK
NSF,YKT6
USE1,YKT6
VTI1A,YKT6
SNAP25,YKT6
STX18,YKT6
VAMP8,YKT6
VPS41,YKT6
STX12,YKT6
VAMP7,YKT6
VPS39,YKT6
SNAP23,YKT6
VPS16,YKT6
VAMP4,YKT6
GOSR2,YKT6
STX6,YKT6
STX7,YKT6
NAPA,YKT6
VPS33A,YKT6
USO1,YKT6
BNIP1,YKT6
STX8,YKT6
BET1L,YKT6
VPS33B,YKT6
SNAP47,YKT6
STX5,YKT6
SEC22C,YKT6
SEC22A,YKT6
STX17,YKT6
STX16,YKT6
SEC22B,YKT6
SCFD1,YKT6
PTAR1,YKT6
VTI1B,YKT6
GOSR1,YKT6
STX3,YKT6
TRAPPC2,YKT6
STX10,YKT6
RABGGTB,YKT6
GTF2IRD1,CLIP2
CLASP2,CLIP2
LIMK1,CLIP2
CLASP1,CLIP2
VPS4A,CHMP5
CHMP1B,CHMP5
BROX,CHMP5
VPS28,CHMP5
IST1,CHMP5
CHMP7,CHMP5
CHMP4C,CHMP5
CHMP2A,CHMP5
CHMP6,CHMP5
CHMP1A,CHMP5
RNF103-CHMP3,CHMP5
MLKL,CHMP5
CHMP2B,CHMP5
TSG101,CHMP5
CHMP3,CHMP5
VPS4B,CHMP5
VTA1,CHMP5
VPS25,CHMP5
POMT1,FKTN
POMT2,FKTN
POMGNT1,FKTN
POMGNT2,FKTN
LARGE1,FKTN
POMK,FKTN
RXYLT1,FKTN
CRPPA,FKTN
FKRP,FKTN
RPS29,SEC61B
RPL36AL,SEC61B
SEC61A2,SEC61B
RPL14,SEC61B
RPN2,SEC61B
RPL21,SEC61B
RPS26,SEC61B
RPL35A,SEC61B
RPL37,SEC61B
RPL31,SEC61B
RPL3,SEC61B
RPL28,SEC61B
RPS27,SEC61B
EXD2,SEC61B
RPS11,SEC61B
SEC61G,SEC61B
RPS3,SEC61B
RPS13,SEC61B
RPS3A,SEC61B
RPS27A,SEC61B
RPL32,SEC61B
RPLP0,SEC61B
RPL29,SEC61B
RPL22,SEC61B
RPL27,SEC61B
RPL36A,SEC61B
DAD1,SEC61B
FAU,SEC61B
RPS23,SEC61B
RPL38,SEC61B
RPL17-C18orf32,SEC61B
RPL13A,SEC61B
RPL39,SEC61B
STT3A,SEC61B
RPS9,SEC61B
SSR1,SEC61B
SSR2,SEC61B
RPS15A,SEC61B
RPS14,SEC61B
RPL12,SEC61B
OSTC,SEC61B
RPL34,SEC61B
RPS18,SEC61B
RPL5,SEC61B
RPS12,SEC61B
CCDC47,SEC61B
RPS16,SEC61B
RPL19,SEC61B
RPN1,SEC61B
RPL35,SEC61B
RPSA,SEC61B
RPL15,SEC61B
RACK1,SEC61B
SEC63,SEC61B
TMCO1,SEC61B
RPS19,SEC61B
RPL23,SEC61B
RPL7A,SEC61B
RPS10,SEC61B
RPL27A,SEC61B
RPL36,SEC61B
RPL6,SEC61B
RPL13,SEC61B
TMEM258,SEC61B
RPL7,SEC61B
DDOST,SEC61B
RPL18,SEC61B
RPL9,SEC61B
RPS21,SEC61B
TMEM214,SEC61B
RPS24,SEC61B
RPL11,SEC61B
SSR4,SEC61B
RPS6,SEC61B
UBA52,SEC61B
RPL26,SEC61B
SSR3,SEC61B
RPL24,SEC61B
RPL37A,SEC61B
RPS10-NUDT3,SEC61B
RPS2,SEC61B
RPS15,SEC61B
RPS8,SEC61B
RPL23A,SEC61B
RPL17,SEC61B
RPS20,SEC61B
RPL8,SEC61B
RPS25,SEC61B
RPS28,SEC61B
RPL26L1,SEC61B
RPS5,SEC61B
RPS7,SEC61B
RPS4X,SEC61B
RPL4,SEC61B
SEC62,SEC61B
SEC61A1,SEC61B
STT3B,SEC61B
RPS17,SEC61B
RPL30,SEC61B
C3AR1,C5
C8A,C5
VDAC1,C5
C5AR1,C5
VTN,C5
F2,C5
C3,C5
SPG7,C5
C6,C5
C9,C5
C7,C5
C5AR2,C5
C8B,C5
C8G,C5
PPIF,C5
TNFSF15,TNFSF8
TNFRSF8,TNFSF8
CD27,TNFSF8
TNFRSF4,TNFSF8
CD40,TNFSF8
PKLR,AK1
DCK,AK1
ADSL,AK1
ENTPD3,AK1
ENPP3,AK1
NTPCR,AK1
AMPD1,AK1
ENPP1,AK1
TPK1,AK1
ADK,AK1
ENTPD2,AK1
APRT,AK1
PKM,AK1
RXFP4,RLN1
RXFP2,RLN1
INSL5,RLN1
INSL4,RLN1
RLN3,RLN1
RXFP1,RLN1
RXFP3,RLN1
RLN2,RLN1
INSL3,RLN1
PLG,PLGRKT
RPS26,EDF1
TBP,EDF1
RPL14,EDF1
RPL21,EDF1
RPS29,EDF1
RPS11,EDF1
RPL31,EDF1
RPS27,EDF1
RPL35A,EDF1
RPL37,EDF1
RPL29,EDF1
RPL27,EDF1
FAU,EDF1
RPL32,EDF1
RPS3A,EDF1
RPS13,EDF1
RPS27A,EDF1
RPS3,EDF1
RPS14,EDF1
RPS15A,EDF1
RPS9,EDF1
RPS23,EDF1
RPL38,EDF1
RPL23,EDF1
RPS19,EDF1
RPL15,EDF1
RACK1,EDF1
RPL35,EDF1
RPSA,EDF1
RPL34,EDF1
RPS18,EDF1
RPS12,EDF1
RPS16,EDF1
RPL19,EDF1
RPL5,EDF1
RPL11,EDF1
RPS24,EDF1
RPS21,EDF1
RPL18,EDF1
RPL13,EDF1
RPS10,EDF1
RPL27A,EDF1
RPL7A,EDF1
RPL6,EDF1
RPL36,EDF1
RPS25,EDF1
RPL23A,EDF1
RPL8,EDF1
RPS20,EDF1
RPL24,EDF1
RPL37A,EDF1
RPS10-NUDT3,EDF1
RPS8,EDF1
RPS2,EDF1
RPS15,EDF1
RPS6,EDF1
UBA52,EDF1
RPL30,EDF1
RPS17,EDF1
RPL4,EDF1
RPS7,EDF1
RPS4X,EDF1
RPS28,EDF1
RPS5,EDF1
VAPB,SETX
FUS,SETX
FXN,SETX
SCAF8,SETX
XRN2,SETX
TARDBP,SETX
NRDC,SETX
ALS2,SETX
SCAF4,SETX
BRCA1,SETX
APTX,SETX
LYN,BLNK
VAV1,BLNK
CBL,BLNK
NCK1,BLNK
SFN,BLNK
ZAP70,BLNK
CD79B,BLNK
VAV3,BLNK
SH3KBP1,BLNK
CD5,BLNK
VAV2,BLNK
PLCG1,BLNK
GRB2,BLNK
BTK,BLNK
SYK,BLNK
CD19,BLNK
TEC,BLNK
SOS1,BLNK
PLCG2,BLNK
CYP3A7,CYP26A1
RDH16,CYP26A1
PNPLA4,CYP26A1
RDH11,CYP26A1
HSD17B6,CYP26A1
CYP2C9,CYP26A1
ADH4,CYP26A1
CYP4A22,CYP26A1
RDH8,CYP26A1
CYP26C1,CYP26A1
CYP3A7-CYP3A51P,CYP26A1
CYP27C1,CYP26A1
RARS1,CYP26A1
ADH5,CYP26A1
RETSAT,CYP26A1
ADH6,CYP26A1
DHRS3,CYP26A1
DGAT1,CYP26A1
AWAT2,CYP26A1
ADH7,CYP26A1
CYP2C8,CYP26A1
CYP2S1,CYP26A1
RDH10,CYP26A1
ALDH1A1,CYP26A1
CYP3A4,CYP26A1
CYP1A1,CYP26A1
AOX1,CYP26A1
SDR16C5,CYP26A1
DHRS4,CYP26A1
CYP1A2,CYP26A1
LRAT,CYP26A1
ALDH1A3,CYP26A1
ALDH1A2,CYP26A1
CYP2C18,CYP26A1
CYP2A6,CYP26A1
DHRS9,CYP26A1
ADH1B,CYP26A1
RDH12,CYP26A1
ADH1C,CYP26A1
CYP2B6,CYP26A1
CYP4A11,CYP26A1
ADGRV1,CDH23
USH2A,CDH23
ATP2B2,CDH23
MYO7A,CDH23
WHRN,CDH23
PCDH15,CDH23
CLRN1,CDH23
USH1G,CDH23
TMC2,CDH23
CDHR5,CDH23
ACTA1,ACTA2
MYL6B,ACTA2
GC,ACTA2
CNN1,ACTA2
MYLK,ACTA2
MYH14,ACTA2
SETD3,ACTA2
COL3A1,ACTA2
ACTG2,ACTA2
MYL6,ACTA2
COL1A1,ACTA2
MYH11,ACTA2
ACTC1,ACTA2
TAGLN,ACTA2
MYH10,ACTA2
MYL9,ACTA2
MED23,STN1
PRIM1,STN1
MED25,STN1
XRCC6,STN1
MED8,STN1
MED4,STN1
TEN1,STN1
MED30,STN1
XPA,STN1
XRCC5,STN1
MED12,STN1
POLA1,STN1
MED24,STN1
MED14,STN1
MED1,STN1
MED6,STN1
TINF2,STN1
MED13,STN1
RPA1,STN1
PRIM2,STN1
TERF1,STN1
SMARCAL1,STN1
RAD52,STN1
CTC1,STN1
POLA2,STN1
MED29,STN1
POT1,STN1
MED27,STN1
MED16,STN1
MED17,STN1
RCOR1,STN1
BAX,PPIF
VDAC1,PPIF
C8A,PPIF
SLC25A6,PPIF
CCR5,PPIF
HSPA9,PPIF
ITPR1,PPIF
PPID,PPIF
CYCS,PPIF
HSP90AB1,PPIF
TP53,PPIF
C7,PPIF
HSP90AA1,PPIF
VDAC3,PPIF
C8B,PPIF
VDAC2,PPIF
SLC25A4,PPIF
BCL2,PPIF
SPG7,PPIF
PRKCE,PPIF
ITPR3,PPIF
ATP5PO,PPIF
SLC25A5,PPIF
SLC25A31,PPIF
C9,PPIF
C6,PPIF
CAMP,MPO
CP,MPO
MMP9,MPO
APOA1,MPO
ALB,MPO
MS4A3,MPO
NAT2,MPO
LTF,MPO
H3-5,MPO
AZU1,MPO
DEFA4,MPO
CTSS,MPO
LYZL1,MPO
IL1B,MPO
CEACAM8,MPO
RNASE3,MPO
PRTN3,MPO
H3-7,MPO
CES1,MPO
BPI,MPO
LYZ,MPO
H3-4,MPO
H3-3B,MPO
ELANE,MPO
IL6,MPO
NAT1,MPO
H3C12,MPO
RUNX1,MPO
H3C13,MPO
NLRP1,DHX33
DDX3X,DHX33
NLRP6,DHX33
CARD8,DHX33
CASP1,DHX33
MAVS,DHX33
NLRP3,DHX33
CASP5,DHX33
AIM2,DHX33
NLRP9,DHX33
RNASEL,DHX33
PYCARD,DHX33
HEATR1,UTP18
UTP4,UTP18
RPS6,UTP18
UTP15,UTP18
WDR75,UTP18
RPS8,UTP18
RTCA,UTP18
RRP12,UTP18
GCC1,UTP18
RRP36,UTP18
GNL2,UTP18
MTREX,UTP18
RPS5,UTP18
DCAF13,UTP18
POLR1E,UTP18
NOP56,UTP18
RPS28,UTP18
PNO1,UTP18
UTP6,UTP18
RPS7,UTP18
RPS4X,UTP18
RPP38,UTP18
NLE1,UTP18
UTP14C,UTP18
RPS19,UTP18
NGDN,UTP18
FBLL1,UTP18
WDR46,UTP18
KRR1,UTP18
RPS12,UTP18
RPS16,UTP18
BOP1,UTP18
RSL1D1,UTP18
RPS18,UTP18
BYSL,UTP18
IMP3,UTP18
RPS27L,UTP18
RPS24,UTP18
MCC,UTP18
SDAD1,UTP18
NOL11,UTP18
UTP14A,UTP18
NOC4L,UTP18
NOP58,UTP18
DNTTIP2,UTP18
TBL3,UTP18
BMS1,UTP18
PDCD11,UTP18
DDX49,UTP18
UTP11,UTP18
RPS27A,UTP18
UTP20,UTP18
RPS3A,UTP18
RPS13,UTP18
RPS15A,UTP18
RRP7A,UTP18
RCL1,UTP18
GTPBP4,UTP18
GRWD1,UTP18
PWP2,UTP18
WDR12,UTP18
RPS14,UTP18
SNU13,UTP18
UTP3,UTP18
RPS23,UTP18
RRP9,UTP18
NOM1,UTP18
RPS9,UTP18
UTP25,UTP18
WDR3,UTP18
AATF,UTP18
PWP1,UTP18
FCF1,UTP18
NOP14,UTP18
EMG1,UTP18
DHX37,UTP18
IMP4,UTP18
C1D,UTP18
NAT10,UTP18
ABT1,UTP18
DDX10,UTP18
NOC2L,UTP18
NOB1,UTP18
EXOSC10,UTP18
RPF2,UTP18
RPS11,UTP18
DDX31,UTP18
NOL10,UTP18
RPS27,UTP18
MPHOSPH10,UTP18
LTV1,UTP18
NOL6,UTP18
WDR43,UTP18
GRIN2A,P2RX5
P2RX1,P2RX5
P2RX6,P2RX5
GRIN2D,P2RX5
P2RX4,P2RX5
GRIN2C,P2RX5
P2RX3,P2RX5
GRIN1,P2RX5
P2RX2,P2RX5
P2RX7,P2RX5
RNASE3,EPX
RNASE2,EPX
CRYAB,CRYBA1
CRYBB1,CRYBA1
CRYAA,CRYBA1
G3BP1,NUFIP2
RC3H1,NUFIP2
G3BP2,NUFIP2
ATXN2L,NUFIP2
NUFIP1,NUFIP2
FXR2,NUFIP2
FMR1,NUFIP2
FAM98A,NUFIP2
DDX6,NUFIP2
FXR1,NUFIP2
EIF6,RPL19
MED1,RPL19
QARS1,RPL19
RPS25,RPL19
EEF1A1,RPL19
RPL10A,RPL19
SRPRA,RPL19
ETF1,RPL19
RPS20,RPL19
TEX48,RPL19
RPL8,RPL19
RPL17,RPL19
RPL23A,RPL19
NIFK,RPL19
RPS15,RPL19
SRP9,RPL19
RPS2,RPL19
RPL22L1,RPL19
RPS8,RPL19
RPS10-NUDT3,RPL19
RPL37A,RPL19
RPL24,RPL19
TEKTL1,RPL19
RPL26,RPL19
UBA52,RPL19
RPS6,RPL19
BTF3,RPL19
EEFSEC,RPL19
ABCF1,RPL19
RPS17,RPL19
RPL30,RPL19
EIF5A2,RPL19
SEC61A1,RPL19
GNL2,RPL19
EEF1G,RPL19
EBNA1BP2,RPL19
SRP14,RPL19
RSAD1,RPL19
RPS4X,RPL19
RPS7,RPL19
NOP53,RPL19
RPL4,RPL19
PES1,RPL19
RPLP1,RPL19
RPS5,RPL19
NIP7,RPL19
RPS28,RPL19
PA2G4,RPL19
RPL26L1,RPL19
RPL7L1,RPL19
RPS19,RPL19
RPL23,RPL19
CXorf66,RPL19
RPSA,RPL19
CCDC124,RPL19
RPL35,RPL19
RACK1,RPL19
RPL15,RPL19
RPL5,RPL19
BOP1,RPL19
WDR31,RPL19
RPS16,RPL19
RPS12,RPL19
LSG1,RPL19
RPS18,RPL19
DDX18,RPL19
ZNF622,RPL19
RSL1D1,RPL19
RPL34,RPL19
MRPL3,RPL19
MAK16,RPL19
SERBP1,RPL19
HABP4,RPL19
RPL11,RPL19
RPS24,RPL19
RPS27L,RPL19
MRPS12,RPL19
NSA2,RPL19
TUBB,RPL19
MRPL11,RPL19
NACA2,RPL19
RPL9,RPL19
RPL18,RPL19
RPS21,RPL19
IMP3,RPL19
RPL7,RPL19
RPL13,RPL19
RPL36,RPL19
MRPL4,RPL19
MRPL13,RPL19
MRPL2,RPL19
AKNAD1,RPL19
RPL6,RPL19
RPL7A,RPL19
MRPS11,RPL19
MRTO4,RPL19
RPS4Y2,RPL19
RPL27A,RPL19
RPS10,RPL19
RPL36A,RPL19
GSPT1,RPL19
FAU,RPL19
HBS1L,RPL19
NPSR1,RPL19
NMD3,RPL19
TPT1,RPL19
RPL27,RPL19
GCN1,RPL19
RPL22,RPL19
RPL29,RPL19
MRPL22,RPL19
RPLP0,RPL19
RPL32,RPL19
RSL24D1,RPL19
EFL1,RPL19
RPS27A,RPL19
SMKR1,RPL19
RPS13,RPL19
RPS3A,RPL19
EIF5A,RPL19
MRPL16,RPL19
MRPL24,RPL19
RPL3L,RPL19
SEC61G,RPL19
RPS3,RPL19
MRPS2,RPL19
RPL12,RPL19
EEF1D,RPL19
SNU13,RPL19
RPLP2,RPL19
RPS14,RPL19
EFTUD2,RPL19
WDR12,RPL19
FTSJ3,RPL19
IFI35,RPL19
PPP1R26,RPL19
RPS15A,RPL19
NOC3L,RPL19
GTPBP4,RPL19
HMGN4,RPL19
MRPS5,RPL19
RPS9,RPL19
ARL6IP1,RPL19
EPRS1,RPL19
RPL39,RPL19
RPL10L,RPL19
RPL13A,RPL19
RPL17-C18orf32,RPL19
BRIX1,RPL19
RPL38,RPL19
RPL36A-HNRNPH2,RPL19
MRPL1,RPL19
RPS23,RPL19
RSRC1,RPL19
SRP68,RPL19
RPS26,RPL19
GFM1,RPL19
EEF2,RPL19
EIF5AL1,RPL19
SRP19,RPL19
HMGN2,RPL19
RPL39L,RPL19
RPL21,RPL19
LARP4B,RPL19
EIF2S1,RPL19
RPL14,RPL19
FANCE,RPL19
MRPS7,RPL19
RPL36AL,RPL19
MRPS14,RPL19
HMGN1,RPL19
NACA,RPL19
ZNF593,RPL19
RPS29,RPL19
MRPS15,RPL19
SRP54,RPL19
RPS4Y1,RPL19
RPS11,RPL19
MRNIP,RPL19
GNL3,RPL19
NOC2L,RPL19
RPL41,RPL19
SRP72,RPL19
RPS27,RPL19
DOCK4,RPL19
EIF5B,RPL19
RPL28,RPL19
FLT3LG,RPL19
RPL31,RPL19
PELO,RPL19
DHX9,RPL19
RPL3,RPL19
RPL37,RPL19
NHP2,RPL19
RPF1,RPL19
NEMF,RPL19
RPL35A,RPL19
ABCE1,RPL19
PSMD2,CSF3
FGF13,CSF3
CXCL1,CSF3
IFNG,CSF3
CSF2,CSF3
CD34,CSF3
PSMD13,CSF3
IL10,CSF3
CXCL8,CSF3
CSF1,CSF3
CCL11,CSF3
PSMD12,CSF3
EGFR,CSF3
MPL,CSF3
EPO,CSF3
JAK1,CSF3
CSF1R,CSF3
FLT3LG,CSF3
PRL,CSF3
PSMB2,CSF3
PSMC1,CSF3
FGF2,CSF3
LEP,CSF3
IL3,CSF3
PSMD1,CSF3
GH2,CSF3
PSMD4,CSF3
GH1,CSF3
IL2,CSF3
PSMC2,CSF3
THPO,CSF3
IL1A,CSF3
PSMD11,CSF3
JAK2,CSF3
IL7,CSF3
CSH2,CSF3
PSMC3,CSF3
TNF,CSF3
IL1B,CSF3
STAT3,CSF3
CXCL10,CSF3
IL6R,CSF3
IL17A,CSF3
ADRM1,CSF3
CXCL2,CSF3
EGF,CSF3
IL6,CSF3
CCL4,CSF3
CNTF,CSF3
KITLG,CSF3
SOCS3,CSF3
CCL2,CSF3
CCL3,CSF3
PSMD6,CSF3
CSH1,CSF3
CSF3R,CSF3
H2AC8,SUPT4H1
ELP4,SUPT4H1
SUPT6H,SUPT4H1
POLR2E,SUPT4H1
H4C2,SUPT4H1
NELFE,SUPT4H1
POLR2K,SUPT4H1
TCEA2,SUPT4H1
EAF1,SUPT4H1
NELFA,SUPT4H1
H4C6,SUPT4H1
ELL2,SUPT4H1
POLR1C,SUPT4H1
ELOF1,SUPT4H1
H4C9,SUPT4H1
POLR2B,SUPT4H1
ERCC6,SUPT4H1
POLR2L,SUPT4H1
CCNT2,SUPT4H1
H4C16,SUPT4H1
H2AC13,SUPT4H1
AFF1,SUPT4H1
ICE2,SUPT4H1
POLR2D,SUPT4H1
CTR9,SUPT4H1
RTF1,SUPT4H1
ELOB,SUPT4H1
H4C5,SUPT4H1
H2AC6,SUPT4H1
CDC73,SUPT4H1
TCEA3,SUPT4H1
H2BC11,SUPT4H1
H2AC15,SUPT4H1
TCEA1,SUPT4H1
SUPT5H,SUPT4H1
EAF2,SUPT4H1
POLR2H,SUPT4H1
H3C13,SUPT4H1
RPL7A,SUPT4H1
ELOC,SUPT4H1
POLR2J,SUPT4H1
H2AC4,SUPT4H1
CCNT1,SUPT4H1
H4C11,SUPT4H1
POLR2F,SUPT4H1
SKIC8,SUPT4H1
H2AC17,SUPT4H1
MLLT3,SUPT4H1
PEX2,SUPT4H1
SSRP1,SUPT4H1
H3C15,SUPT4H1
H4C12,SUPT4H1
H4C13,SUPT4H1
ELL3,SUPT4H1
NELFCD,SUPT4H1
POLR2G,SUPT4H1
LEO1,SUPT4H1
IWS1,SUPT4H1
AFF4,SUPT4H1
POLR1B,SUPT4H1
ELL,SUPT4H1
H3C14,SUPT4H1
H4C1,SUPT4H1
H2AC11,SUPT4H1
H4C14,SUPT4H1
CDK9,SUPT4H1
MLLT1,SUPT4H1
ICE1,SUPT4H1
ZC3H8,SUPT4H1
H4C4,SUPT4H1
H2AC16,SUPT4H1
C6orf15,SUPT4H1
H4C15,SUPT4H1
ELOA,SUPT4H1
NELFB,SUPT4H1
H4C3,SUPT4H1
CTNNB1,WNT3
FZD5,WNT3
FZD3,WNT3
PORCN,WNT3
WNT3A,WNT3
LRP6,WNT3
FZD8,WNT3
RYK,WNT3
DKK1,WNT3
FZD7,WNT3
FZD2,WNT3
CER1,WNT3
FZD4,WNT3
NOTUM,WNT3
GSK3B,WNT3
WLS,WNT3
FZD1,WNT3
GPC3,WNT3
WIF1,WNT3
SFRP4,WNT3
LRP5,WNT3
FZD9,WNT3
FZD6,WNT3
FGGY,SHPK
KCNA3,SHPK
CTNS,SHPK
METTL8,TAX1BP3
GIPC1,TAX1BP3
CTNNB1,TAX1BP3
GRIN1,P2RX1
P2RX3,P2RX1
GRIN2C,P2RX1
P2RX4,P2RX1
GRIN2D,P2RX1
GRIN2A,P2RX1
P2RX6,P2RX1
P2RY14,P2RX1
P2RX7,P2RX1
P2RY2,P2RX1
P2RX2,P2RX1
